Precon,Solver,SeqGS,SeqSOR,CGSolver,BiCGSTABSolver,LoopSolver,GradientSolver,pre,post,cells,perf
1,1,1,0,0,0,0,1,2,0,53,12514.867857142857
1,1,0,1,0,0,0,1,0,4,51,9999.807499999999
1,1,1,0,0,0,0,1,4,0,52,12229.760714285714
1,1,0,1,0,0,0,1,2,2,50,9605.033214285713
1,1,0,1,0,1,0,0,5,0,53,16298.760714285716
1,1,0,1,0,0,0,1,1,4,50,9697.207499999999
1,1,1,0,0,0,0,1,4,0,53,12408.339285714286
1,1,0,1,1,0,0,0,0,1,51,25017.967857142856
1,1,1,0,0,1,0,0,5,5,50,6647.942499999999
1,1,1,0,0,0,1,0,4,0,52,9665.245714285715
1,1,0,1,0,0,0,1,2,4,54,11176.064285714285
1,1,1,0,0,0,1,0,4,4,55,10636.357142857143
1,1,0,1,0,0,0,1,1,5,53,8215.606428571427
1,1,1,0,0,0,0,1,5,6,52,7313.484642857142
1,1,0,1,0,0,0,1,1,6,50,7282.850714285717
1,1,1,0,0,1,0,0,0,6,50,6653.318928571428
1,1,0,1,1,0,0,0,5,5,55,11613.735714285718
1,1,1,0,0,0,0,1,4,4,51,6875.60357142857
1,1,1,0,1,0,0,0,2,4,52,9913.152500000002
1,1,1,0,0,0,1,0,4,4,51,6890.222857142859
1,1,0,1,0,0,1,0,6,6,54,11429.35
1,1,1,0,1,0,0,0,1,3,52,9613.412499999997
1,1,0,1,0,0,0,1,0,6,54,8528.932499999999
1,1,0,1,0,0,1,0,4,0,54,14088.753571428571
1,1,0,1,1,0,0,0,4,4,51,10059.369285714287
1,1,1,0,0,1,0,0,1,1,52,11921.903571428571
1,1,1,0,0,1,0,0,2,5,54,10488.20357142857
1,1,1,0,0,0,0,1,5,5,52,7290.2464285714295
1,1,1,0,1,0,0,0,4,5,54,10475.32857142857
1,1,0,1,1,0,0,0,4,0,52,15937.085714285715
1,1,1,0,1,0,0,0,2,5,54,10365.957142857145
1,1,1,0,0,0,0,1,4,6,51,6872.6121428571405
1,1,1,0,0,1,0,0,2,5,51,9222.131071428574
1,1,0,1,0,1,0,0,4,5,50,9713.666785714286
1,1,1,0,0,0,0,1,1,6,50,6615.538214285713
1,1,1,0,0,1,0,0,2,5,53,10079.886071428571
1,1,0,1,1,0,0,0,6,6,53,10846.553571428574
1,1,0,1,1,0,0,0,2,2,51,10092.390357142858
1,1,0,1,1,0,0,0,0,6,55,11588.274999999998
1,1,1,0,0,0,1,0,6,2,55,10548.667857142855
1,1,0,1,1,0,0,0,1,4,51,10115.559285714286
1,1,1,0,0,0,0,1,6,6,53,7666.909642857143
1,1,0,1,1,0,0,0,1,4,52,10400.260714285714
1,1,1,0,0,0,0,1,4,5,53,7757.186071428571
1,1,0,1,0,0,0,1,3,3,50,9645.025357142858
1,1,0,1,1,0,0,0,4,2,52,10605.842857142856
1,1,0,1,0,0,1,0,5,5,52,7948.238214285715
1,1,1,0,0,0,0,1,3,3,51,9132.838214285714
1,1,0,1,0,1,0,0,4,0,51,12549.307142857142
1,1,0,1,0,0,1,0,5,4,52,7914.711428571428
1,1,1,0,1,0,0,0,1,3,54,10384.128571428573
1,1,0,1,0,1,0,0,1,2,50,9605.20214285714
1,1,0,1,1,0,0,0,0,1,54,31002.125000000007
1,1,1,0,0,0,0,1,5,2,53,10101.767142857143
1,1,0,1,0,0,1,0,2,5,54,11266.48571428571
1,1,1,0,0,0,1,0,2,4,54,10295.967857142858
1,1,0,1,0,0,0,1,5,4,55,8702.51857142857
1,1,1,0,0,0,0,1,3,2,50,8790.669285714286
1,1,1,0,0,1,0,0,2,2,55,10758.960714285715
1,1,1,0,0,1,0,0,0,1,55,21238.67857142857
1,1,1,0,1,0,0,0,1,3,55,10560.27142857143
1,1,0,1,0,0,0,1,5,5,54,8447.814285714283
1,1,0,1,0,0,0,1,4,1,52,10455.382142857143
1,1,0,1,0,0,1,0,3,6,55,11625.242857142857
1,1,1,0,1,0,0,0,5,2,50,8790.708214285716
1,1,1,0,0,0,0,1,2,4,55,10583.367857142855
1,1,1,0,0,0,1,0,0,5,52,7260.074999999999
1,1,1,0,0,0,0,1,0,2,51,9083.299642857144
1,1,0,1,0,0,1,0,1,0,54,19679.76785714286
1,1,1,0,0,1,0,0,5,6,52,7156.731785714285
1,1,1,0,0,1,0,0,6,2,54,12951.624999999998
1,1,0,1,1,0,0,0,3,4,51,10066.106428571427
1,1,1,0,0,1,0,0,1,4,51,9279.1775
1,1,0,1,0,1,0,0,2,0,51,12513.114285714284
1,1,0,1,0,0,0,1,6,2,50,9687.888214285713
1,1,1,0,0,0,1,0,2,2,51,6952.683214285714
1,1,0,1,1,0,0,0,5,1,51,9982.09107142857
1,1,1,0,1,0,0,0,5,5,55,10573.599999999997
1,1,1,0,0,1,0,0,2,6,54,7828.2242857142855
1,1,0,1,0,1,0,0,6,5,55,11623.303571428576
1,1,0,1,0,0,0,1,3,1,54,11188.79642857143
1,1,0,1,1,0,0,0,4,4,54,11265.710714285715
1,1,1,0,0,0,1,0,5,4,55,10635.214285714286
1,1,1,0,0,0,0,1,3,0,55,13207.382142857143
1,1,0,1,0,0,0,1,0,3,50,10002.289285714287
1,1,0,1,0,0,0,1,0,2,55,11644.096428571429
1,1,0,1,0,0,0,1,1,3,53,10787.564285714283
1,1,0,1,0,0,1,0,1,1,51,10087.251428571426
1,1,1,0,0,0,1,0,6,3,51,6920.291785714285
1,1,0,1,0,0,1,0,6,3,54,11315.592857142856
1,1,0,1,0,1,0,0,5,2,55,11720.239285714286
1,1,1,0,0,0,1,0,6,6,53,9919.940714285713
1,1,1,0,0,1,0,0,3,4,50,8837.871071428572
1,1,1,0,0,0,1,0,1,6,53,9905.272857142858
1,1,1,0,1,0,0,0,6,0,51,13826.139285714287
1,1,0,1,1,0,0,0,3,1,55,14549.95714285714
1,1,1,0,0,1,0,0,0,4,55,10750.932142857142
1,1,0,1,0,1,0,0,1,6,55,11833.832142857145
1,1,1,0,1,0,0,0,1,5,52,9877.670357142857
1,1,1,0,0,1,0,0,5,0,50,11081.421428571428
1,1,1,0,1,0,0,0,1,4,52,9671.404285714281
1,1,0,1,1,0,0,0,2,3,52,10446.757142857145
1,1,0,1,0,1,0,0,1,1,50,12154.210714285713
1,1,0,1,0,1,0,0,4,3,52,10422.417857142855
1,1,0,1,1,0,0,0,6,3,53,10938.864285714286
1,1,1,0,1,0,0,0,1,0,51,38615.55357142857
1,1,0,1,0,1,0,0,6,6,51,7497.740714285715
1,1,1,0,0,0,0,1,5,0,54,13127.942857142858
1,1,0,1,0,1,0,0,0,1,50,19226.307142857146
1,1,1,0,0,0,1,0,3,1,52,12004.707142857145
1,1,0,1,0,0,0,1,3,0,51,12474.567857142858
1,1,1,0,1,0,0,0,2,5,50,6611.318571428571
1,1,1,0,0,0,1,0,4,5,51,9288.092142857144
1,1,0,1,0,1,0,0,3,3,54,11232.642857142857
1,1,0,1,0,0,1,0,4,0,51,10082.82857142857
1,1,0,1,0,0,0,1,5,0,53,13644.071428571433
1,1,0,1,0,1,0,0,4,4,51,10067.053928571431
1,1,1,0,1,0,0,0,3,4,51,9296.864642857141
1,1,0,1,0,0,1,0,4,0,53,13566.067857142858
1,1,0,1,0,0,1,0,4,6,53,10845.35
1,1,0,1,0,0,0,1,1,4,53,10854.528571428571
1,1,0,1,0,0,1,0,4,3,50,9620.666071428572
1,1,1,0,0,1,0,0,0,3,53,10002.595357142858
1,1,1,0,0,0,1,0,4,6,50,8768.433928571429
1,1,1,0,0,1,0,0,1,3,51,9241.882857142857
1,1,0,1,0,0,0,1,5,5,55,8691.777500000002
1,1,1,0,0,0,1,0,3,6,55,10629.842857142856
1,1,0,1,0,1,0,0,6,4,50,7304.395000000001
1,1,1,0,1,0,0,0,6,1,54,12834.249999999998
1,1,0,1,1,0,0,0,3,6,51,7595.3725
1,1,0,1,0,0,1,0,5,4,51,7622.65857142857
1,1,0,1,0,0,0,1,5,5,50,7252.8274999999985
1,1,1,0,0,1,0,0,3,1,51,9353.554642857143
1,1,1,0,0,1,0,0,3,5,55,10767.221428571427
1,1,0,1,0,0,0,1,2,2,55,11595.460714285713
1,1,1,0,0,0,1,0,2,4,52,9691.64892857143
1,1,0,1,0,0,1,0,0,1,55,17541.960714285717
1,1,0,1,0,1,0,0,6,4,52,10437.739285714286
1,1,0,1,0,0,1,0,1,5,55,11610.54642857143
1,1,0,1,0,0,0,1,2,0,55,14612.610714285716
1,1,1,0,0,0,1,0,3,5,54,10190.85357142857
1,1,0,1,1,0,0,0,1,0,53,37938.39285714286
1,1,1,0,0,0,1,0,6,3,54,10280.82142857143
1,1,0,1,0,1,0,0,5,6,54,8409.915357142856
1,1,1,0,0,0,1,0,0,1,52,12065.52142857143
1,1,1,0,0,1,0,0,5,5,55,8002.839285714285
1,1,0,1,0,1,0,0,2,3,55,11653.157142857144
1,1,0,1,0,0,1,0,1,2,51,7695.6567857142845
1,1,0,1,0,1,0,0,1,5,50,7200.895714285716
1,1,1,0,0,0,0,1,4,4,54,7823.261071428574
1,1,0,1,0,1,0,0,1,1,53,13535.982142857145
1,1,0,1,0,0,0,1,5,6,50,7504.136071428572
1,1,0,1,0,1,0,0,4,5,52,10418.55714285714
1,1,0,1,0,0,0,1,2,6,50,7340.921071428572
1,1,1,0,1,0,0,0,1,3,51,9157.031071428573
1,1,1,0,0,0,1,0,3,0,50,8833.548214285714
1,1,0,1,0,1,0,0,2,1,55,14652.475000000004
1,1,1,0,0,0,1,0,2,5,50,6713.266428571428
1,1,1,0,0,0,0,1,0,5,52,10030.335714285717
1,1,1,0,0,1,0,0,5,2,53,9897.555357142857
1,1,0,1,0,0,1,0,4,3,54,11332.996428571427
1,1,1,0,0,1,0,0,6,4,55,10744.389285714282
1,1,0,1,1,0,0,0,4,5,52,7923.886071428574
1,1,0,1,0,0,1,0,6,5,55,11688.210714285718
1,1,1,0,0,0,0,1,1,0,54,13143.52142857143
1,1,0,1,0,0,1,0,2,2,53,10825.396428571428
1,1,0,1,1,0,0,0,3,5,50,7195.990714285716
1,1,1,0,0,0,1,0,5,4,53,9890.574642857142
1,1,1,0,0,0,1,0,3,4,50,8753.689999999999
1,1,1,0,0,1,0,0,3,4,52,9629.681785714287
1,1,1,0,0,1,0,0,6,4,50,6686.810357142857
1,1,0,1,0,0,1,0,3,0,54,14059.48571428571
1,1,0,1,1,0,0,0,5,1,54,13980.553571428576
1,1,1,0,0,1,0,0,6,0,53,12370.710714285711
1,1,0,1,0,0,0,1,0,3,53,10794.832142857145
1,1,0,1,1,0,0,0,3,0,53,16353.842857142861
1,1,1,0,0,0,0,1,0,1,50,17543.6
1,1,1,0,0,1,0,0,5,1,53,9862.990357142855
1,1,0,1,0,0,0,1,0,2,51,9994.53357142857
1,1,1,0,0,1,0,0,6,6,55,10687.403571428573
1,1,0,1,1,0,0,0,6,3,51,10057.660357142857
1,1,1,0,0,1,0,0,5,4,51,7055.1746428571405
1,1,0,1,0,1,0,0,4,2,55,11664.921428571426
1,1,1,0,0,1,0,0,5,2,54,10292.05357142857
1,1,0,1,0,0,1,0,3,1,55,14688.650000000003
1,1,0,1,1,0,0,0,0,5,50,9626.088928571427
1,1,1,0,0,1,0,0,2,4,51,9330.253928571428
1,1,1,0,0,0,1,0,1,5,53,9893.299285714284
1,1,1,0,0,0,0,1,5,4,54,7739.757857142858
1,1,0,1,0,0,1,0,3,3,51,7650.5599999999995
1,1,1,0,0,0,0,1,0,1,54,20505.646428571432
1,1,0,1,0,0,0,1,6,6,52,7827.6332142857145
1,1,0,1,0,0,0,1,5,4,51,7527.944642857142
1,1,1,0,1,0,0,0,6,4,52,9748.862500000001
1,1,0,1,0,0,1,0,3,2,55,11677.128571428575
1,1,0,1,1,0,0,0,4,5,54,11255.139285714287
1,1,0,1,0,1,0,0,6,0,52,13145.117857142857
1,1,1,0,0,1,0,0,6,5,50,6731.995357142856
1,1,0,1,0,0,0,1,5,1,50,9673.287500000002
1,1,0,1,0,0,0,1,5,2,54,11207.807142857146
1,1,0,1,0,0,1,0,6,5,53,10799.271428571428
1,1,0,1,0,0,0,1,1,4,54,11339.317857142858
1,1,1,0,0,0,0,1,0,4,54,10432.003571428571
1,1,0,1,0,0,0,1,1,5,55,11643.771428571426
1,1,0,1,1,0,0,0,6,4,55,11676.471428571429
1,1,0,1,1,0,0,0,1,5,54,11208.010714285714
1,1,0,1,0,1,0,0,5,4,54,11341.739285714288
1,1,1,0,0,0,0,1,5,5,50,6634.743571428572
1,1,0,1,1,0,0,0,6,3,54,11336.596428571429
1,1,1,0,0,0,1,0,4,5,50,8829.408928571427
1,1,1,0,0,0,1,0,5,2,52,9648.672499999999
1,1,0,1,0,1,0,0,1,3,53,10832.300000000001
1,1,0,1,1,0,0,0,5,6,55,11631.435714285713
1,1,0,1,1,0,0,0,2,4,53,10891.389285714284
1,1,0,1,0,1,0,0,5,1,54,11259.95714285714
1,1,1,0,0,0,0,1,4,0,50,10941.003571428571
1,1,0,1,0,0,1,0,1,5,51,9984.16285714286
1,1,1,0,1,0,0,0,2,1,55,13184.589285714288
1,1,0,1,1,0,0,0,2,0,52,18277.610714285714
1,1,1,0,1,0,0,0,6,3,51,9216.68964285714
1,1,0,1,0,0,1,0,0,4,54,11374.32142857143
1,1,0,1,0,0,1,0,3,3,50,9660.786071428573
1,1,0,1,0,1,0,0,4,2,50,9716.084642857144
1,1,0,1,0,0,0,1,2,4,55,11656.128571428573
1,1,0,1,1,0,0,0,3,2,54,11251.035714285712
1,1,0,1,0,0,0,1,5,1,52,10462.396428571426
1,1,1,0,0,1,0,0,3,1,53,9865.032142857142
1,1,0,1,0,0,1,0,3,2,52,10459.328571428572
1,1,1,0,1,0,0,0,3,0,51,13649.553571428569
1,1,1,0,0,1,0,0,2,0,52,12024.832142857145
1,1,0,1,1,0,0,0,0,3,53,10774.135714285716
1,1,1,0,1,0,0,0,1,0,53,41979.332142857136
1,1,1,0,0,0,1,0,6,6,55,10677.153571428573
1,1,1,0,0,1,0,0,0,5,54,10292.153571428571
1,1,1,0,0,1,0,0,5,2,51,9309.809285714287
1,1,1,0,1,0,0,0,3,5,52,9979.301071428572
1,1,0,1,0,0,1,0,0,2,52,10460.039285714285
1,1,1,0,1,0,0,0,1,2,54,10360.349999999997
1,1,0,1,0,0,1,0,6,4,52,10491.003571428571
1,1,0,1,0,0,1,0,6,4,54,11277.814285714285
1,1,1,0,1,0,0,0,2,2,51,9150.639285714287
1,1,0,1,0,0,1,0,5,3,55,11681.842857142856
1,1,1,0,1,0,0,0,3,0,55,18560.59642857143
1,1,0,1,1,0,0,0,5,3,50,9685.677857142859
1,1,1,0,0,1,0,0,5,5,52,7233.6217857142865
1,1,1,0,0,0,0,1,0,4,52,9705.612142857144
1,1,1,0,1,0,0,0,2,6,53,9989.960000000003
1,1,1,0,0,0,0,1,0,5,54,10272.757142857143
1,1,0,1,1,0,0,0,6,0,52,15662.89642857143
1,1,1,0,0,0,0,1,3,0,51,11419.471428571427
1,1,1,0,0,0,1,0,4,1,50,8878.743571428573
1,1,1,0,0,0,0,1,4,3,53,10233.078214285715
1,1,0,1,0,1,0,0,3,1,52,10408.510714285714
1,1,0,1,1,0,0,0,2,5,55,11659.871428571429
1,1,1,0,1,0,0,0,0,5,50,8945.014285714287
1,1,1,0,0,0,1,0,1,4,53,9920.376428571428
1,1,0,1,0,0,1,0,4,2,54,11246.332142857145
1,1,1,0,1,0,0,0,2,4,55,10562.885714285714
1,1,1,0,0,0,0,1,3,4,50,6788.521428571427
1,1,0,1,0,0,0,1,4,6,50,7232.7010714285725
1,1,1,0,0,0,1,0,4,5,53,9883.653928571428
1,1,1,0,0,0,1,0,3,3,51,9119.677857142857
1,1,1,0,1,0,0,0,5,1,55,13201.857142857141
1,1,1,0,0,0,0,1,3,5,52,7396.723571428573
1,1,1,0,1,0,0,0,4,0,53,14984.982142857145
1,1,0,1,0,0,1,0,0,2,50,9610.018928571428
1,1,0,1,0,0,1,0,2,3,51,8026.751428571431
1,1,1,0,0,0,0,1,6,2,51,9392.683214285715
1,1,1,0,0,0,0,1,6,4,52,7286.683214285714
1,1,0,1,1,0,0,0,3,1,52,13365.039285714285
1,1,1,0,0,1,0,0,4,3,52,9730.456428571428
1,1,0,1,0,0,1,0,1,4,55,11669.857142857145
1,1,0,1,0,1,0,0,5,0,54,14006.14285714286
1,1,0,1,0,0,1,0,1,6,53,10844.953571428572
1,1,0,1,0,1,0,0,5,6,55,11656.392857142857
1,1,0,1,0,0,1,0,3,1,52,13055.714285714284
1,1,0,1,1,0,0,0,5,2,55,11924.73571428571
1,1,0,1,1,0,0,0,1,4,53,10762.732142857141
1,1,1,0,0,1,0,0,4,3,50,9269.527499999998
1,1,0,1,0,0,0,1,0,5,50,9895.699642857144
1,1,1,0,0,0,0,1,2,6,52,7277.774285714285
1,1,1,0,0,0,0,1,2,3,51,9186.555000000002
1,1,1,0,0,0,1,0,5,5,52,9678.388214285715
1,1,1,0,0,1,0,0,0,6,51,9220.68857142857
1,1,0,1,0,1,0,0,5,1,55,11627.660714285714
1,1,1,0,0,0,0,1,1,3,54,10310.978571428572
1,1,1,0,0,0,0,1,2,5,55,7933.427142857144
1,1,0,1,0,1,0,0,5,5,55,11821.678571428569
1,1,1,0,0,0,0,1,1,2,53,10109.311785714284
1,1,0,1,1,0,0,0,6,6,51,7546.053571428572
1,1,0,1,0,0,0,1,6,0,55,14492.796428571426
1,1,0,1,0,1,0,0,2,3,52,10457.121428571429
1,1,0,1,0,1,0,0,0,3,51,10047.542142857143
1,1,0,1,1,0,0,0,6,5,52,7818.513571428573
1,1,0,1,0,1,0,0,6,3,50,9798.097857142859
1,1,0,1,0,1,0,0,3,0,54,16858.010714285712
1,1,0,1,0,0,1,0,4,1,53,13502.428571428569
1,1,1,0,0,0,1,0,5,4,51,6868.045357142858
1,1,1,0,0,0,1,0,6,3,55,10588.328571428572
1,1,1,0,1,0,0,0,5,3,55,10575.667857142855
1,1,1,0,1,0,0,0,3,0,50,13139.535714285712
1,1,1,0,0,0,0,1,6,0,54,12789.7
1,1,1,0,0,0,1,0,1,6,54,10171.871428571427
1,1,1,0,0,1,0,0,1,4,54,10455.171428571428
1,1,0,1,1,0,0,0,3,4,52,10421.182142857144
1,1,0,1,1,0,0,0,0,5,55,11703.982142857143
1,1,0,1,0,0,1,0,3,2,51,7606.953571428569
1,1,1,0,0,0,0,1,1,4,52,9814.533214285717
1,1,1,0,0,0,0,1,6,4,55,7917.301071428571
1,1,1,0,0,0,1,0,2,1,53,12378.610714285713
1,1,1,0,1,0,0,0,0,1,52,31323.335714285717
1,1,0,1,1,0,0,0,4,1,53,13490.128571428571
1,1,0,1,0,0,1,0,4,3,51,7601.191428571428
1,1,1,0,0,0,0,1,2,3,50,9040.309642857144
1,1,0,1,0,0,1,0,5,0,53,13508.69642857143
1,1,1,0,1,0,0,0,0,1,55,34370.3
1,1,1,0,0,1,0,0,5,1,52,9574.142857142857
1,1,0,1,0,0,1,0,0,6,51,7533.093571428571
1,1,0,1,0,0,1,0,3,3,55,11689.360714285716
1,1,0,1,0,1,0,0,3,6,50,7247.714285714287
1,1,0,1,0,0,1,0,5,6,54,11264.317857142856
1,1,1,0,1,0,0,0,4,3,54,10333.671428571428
1,1,0,1,0,0,0,1,5,6,51,7577.328214285714
1,1,1,0,0,0,1,0,5,2,53,9956.103214285713
1,1,0,1,0,0,0,1,3,1,53,10791.52142857143
1,1,1,0,1,0,0,0,4,4,55,10627.567857142858
1,1,0,1,0,1,0,0,4,5,55,11699.189285714287
1,1,0,1,1,0,0,0,4,2,51,10001.627499999999
1,1,1,0,1,0,0,0,0,2,50,8818.461428571425
1,1,0,1,0,1,0,0,1,6,53,10908.946428571426
1,1,1,0,1,0,0,0,4,4,51,9127.830357142857
1,1,0,1,1,0,0,0,5,1,52,10477.560714285713
1,1,0,1,0,0,1,0,4,6,51,7745.358928571428
1,1,0,1,0,0,1,0,0,1,52,15710.02142857143
1,1,1,0,0,0,1,0,1,1,53,9809.985714285713
1,1,0,1,1,0,0,0,0,6,50,7207.1775
1,1,1,0,0,0,1,0,1,5,55,10598.417857142862
1,1,1,0,0,0,0,1,2,5,54,7824.0364285714295
1,1,1,0,0,0,0,1,4,2,55,10552.085714285715
1,1,1,0,0,1,0,0,1,0,54,20607.257142857143
1,1,0,1,0,0,1,0,1,0,53,18975.785714285717
1,1,1,0,0,1,0,0,6,3,54,10367.44642857143
1,1,0,1,1,0,0,0,6,4,54,11225.596428571427
1,1,0,1,0,0,0,1,3,2,53,11033.832142857142
1,1,1,0,0,1,0,0,4,2,50,8815.59142857143
1,1,1,0,1,0,0,0,1,3,53,9896.94214285714
1,1,1,0,1,0,0,0,0,1,51,27386.192857142858
1,1,1,0,0,0,1,0,6,5,54,10257.374999999998
1,1,0,1,1,0,0,0,2,5,52,10469.67142857143
1,1,0,1,0,1,0,0,2,0,55,14499.85
1,1,0,1,0,0,0,1,2,3,50,9829.345357142854
1,1,0,1,0,1,0,0,5,4,52,10489.224999999997
1,1,0,1,0,0,0,1,1,0,54,19757.45
1,1,0,1,0,0,0,1,5,4,53,8168.830357142857
1,1,1,0,0,1,0,0,6,6,51,6869.872500000002
1,1,0,1,1,0,0,0,2,6,50,7227.58107142857
1,1,0,1,1,0,0,0,4,5,53,10847.307142857142
1,1,1,0,0,1,0,0,0,1,54,23035.35357142857
1,1,0,1,1,0,0,0,0,5,52,10644.596428571429
1,1,1,0,0,1,0,0,1,6,54,10283.385714285716
1,1,1,0,0,0,0,1,6,0,53,12432.017857142855
1,1,1,0,0,0,0,1,5,0,55,13184.025
1,1,0,1,1,0,0,0,4,0,54,17026.29642857143
1,1,0,1,0,1,0,0,0,4,52,10475.449999999999
1,1,1,0,1,0,0,0,0,5,54,10518.128571428573
1,1,0,1,1,0,0,0,1,2,53,10947.417857142858
1,1,0,1,0,0,0,1,3,4,55,8751.441428571427
1,1,1,0,0,0,1,0,1,1,55,10582.382142857143
1,1,1,0,1,0,0,0,1,6,53,10139.444642857143
1,1,1,0,1,0,0,0,6,3,53,9886.404285714287
1,1,0,1,1,0,0,0,2,3,50,9610.065357142857
1,1,0,1,0,0,1,0,3,6,52,7882.502142857144
1,1,1,0,0,1,0,0,1,6,51,9299.222142857143
1,1,0,1,0,1,0,0,6,6,50,7266.364999999999
1,1,0,1,0,1,0,0,4,1,53,10945.021428571428
1,1,1,0,0,1,0,0,4,3,55,10796.107142857141
1,1,0,1,0,1,0,0,4,1,50,9736.072857142859
1,1,0,1,0,1,0,0,4,0,53,13506.967857142856
1,1,1,0,0,0,0,1,6,3,53,7577.797142857143
1,1,1,0,0,0,1,0,6,2,53,9901.130000000001
1,1,0,1,0,1,0,0,3,5,52,10397.996428571432
1,1,0,1,0,1,0,0,6,3,55,11694.546428571426
1,1,0,1,0,1,0,0,2,6,55,11741.117857142857
1,1,1,0,0,0,0,1,0,6,55,10640.500000000002
1,1,1,0,0,1,0,0,4,0,51,11572.41785714286
1,1,0,1,0,0,1,0,5,0,51,10196.267857142857
1,1,1,0,0,0,0,1,3,5,50,6605.367142857144
1,1,0,1,1,0,0,0,2,2,53,10852.021428571426
1,1,0,1,0,0,1,0,5,2,54,11319.57142857143
1,1,1,0,0,0,0,1,2,1,51,9217.346428571429
1,1,1,0,1,0,0,0,5,1,53,12444.867857142859
1,1,1,0,0,1,0,0,3,2,53,9955.077857142858
1,1,0,1,0,1,0,0,5,2,50,9766.924285714285
1,1,0,1,0,1,0,0,3,5,50,7367.228571428573
1,1,0,1,1,0,0,0,6,2,52,10440.860714285713
1,1,0,1,0,1,0,0,5,2,51,10005.771785714283
1,1,1,0,0,1,0,0,3,1,54,10291.878571428571
1,1,0,1,1,0,0,0,6,1,52,10412.60357142857
1,1,1,0,0,0,1,0,4,1,52,9647.725357142857
1,1,1,0,0,0,1,0,6,0,52,9880.354285714286
1,1,0,1,0,1,0,0,0,6,52,10439.460714285713
1,1,0,1,0,0,1,0,2,1,51,7837.27642857143
1,1,0,1,0,0,1,0,6,0,50,9654.904999999999
1,1,0,1,0,0,0,1,4,0,50,12048.789285714283
1,1,1,0,0,0,1,0,2,0,52,9626.771071428573
1,1,0,1,1,0,0,0,2,6,54,11241.1
1,1,1,0,1,0,0,0,0,6,52,9641.674999999997
1,1,1,0,0,1,0,0,4,5,55,10730.632142857143
1,1,0,1,1,0,0,0,1,4,55,11732.228571428568
1,1,0,1,0,1,0,0,4,1,51,10003.120357142858
1,1,1,0,1,0,0,0,3,6,53,9968.680357142859
1,1,1,0,0,0,1,0,6,4,55,10578.921428571428
1,1,1,0,0,0,0,1,3,6,51,6824.7010714285725
1,1,1,0,0,1,0,0,3,0,51,11428.357142857141
1,1,0,1,0,0,0,1,0,3,51,10004.07642857143
1,1,1,0,1,0,0,0,3,4,54,10248.2
1,1,1,0,0,0,1,0,3,2,52,9647.130000000003
1,1,0,1,0,0,1,0,4,3,55,11651.575000000003
1,1,0,1,0,1,0,0,6,2,53,10871.039285714287
1,1,0,1,0,1,0,0,6,5,51,7598.7421428571415
1,1,1,0,0,0,1,0,1,6,52,7461.558214285716
1,1,1,0,0,0,1,0,6,3,52,9614.968214285716
1,1,0,1,0,1,0,0,6,1,55,11658.517857142857
1,1,0,1,0,1,0,0,1,4,55,11821.567857142856
1,1,1,0,0,1,0,0,3,4,55,10709.392857142857
1,1,0,1,0,0,1,0,2,1,53,13660.532142857146
1,1,0,1,0,0,1,0,3,0,50,9622.16892857143
1,1,0,1,0,1,0,0,3,3,53,10815.732142857145
1,1,0,1,0,0,1,0,4,6,54,11197.353571428572
1,1,1,0,1,0,0,0,1,2,53,10515.676428571429
1,1,0,1,0,1,0,0,0,4,51,10138.353571428572
1,1,1,0,0,1,0,0,4,4,55,10721.289285714289
1,1,0,1,0,1,0,0,5,6,50,7341.613571428571
1,1,1,0,1,0,0,0,0,3,54,10761.5
1,1,1,0,0,1,0,0,4,5,52,9743.575357142856
1,1,1,0,0,0,0,1,6,1,54,10445.207142857142
1,1,1,0,0,0,0,1,2,0,50,11103.578571428574
1,1,1,0,0,0,0,1,4,1,53,9913.595357142856
1,1,1,0,0,0,1,0,3,5,52,7360.898214285716
1,1,0,1,0,0,0,1,6,1,55,11738.764285714284
1,1,1,0,0,0,0,1,2,2,50,8761.277857142859
1,1,0,1,0,0,0,1,1,2,52,10421.074999999999
1,1,1,0,0,0,1,0,1,6,51,9168.659642857141
1,1,1,0,1,0,0,0,5,3,53,10134.581785714287
1,1,1,0,1,0,0,0,1,0,50,28465.417857142857
1,1,0,1,0,1,0,0,4,1,55,11630.939285714285
1,1,0,1,0,0,1,0,2,0,52,13076.93214285714
1,1,1,0,0,0,0,1,5,0,50,11036.917857142858
1,1,0,1,0,1,0,0,0,4,53,10823.032142857144
1,1,0,1,0,0,0,1,5,4,50,7307.436071428574
1,1,0,1,1,0,0,0,4,6,52,7924.688571428572
1,1,0,1,0,0,0,1,5,3,55,11717.735714285713
1,1,0,1,0,1,0,0,3,0,50,12006.510714285718
1,1,0,1,0,0,0,1,0,1,55,23227.746428571427
1,1,1,0,0,0,1,0,3,1,51,9288.621785714286
1,1,1,0,1,0,0,0,6,1,55,13204.032142857139
1,1,1,0,0,0,0,1,1,2,54,10193.07142857143
1,1,0,1,0,0,0,1,3,4,50,7252.925357142858
1,1,0,1,0,0,1,0,5,2,52,10422.785714285712
1,1,0,1,0,0,0,1,3,4,51,7518.641428571427
1,1,0,1,0,0,0,1,4,6,52,7833.066071428571
1,1,0,1,1,0,0,0,3,2,55,11641.374999999998
1,1,1,0,0,1,0,0,5,6,51,6902.021071428571
1,1,1,0,0,1,0,0,1,3,50,8802.333928571428
1,1,1,0,1,0,0,0,4,3,51,9158.237142857144
